winner,challenger,n_paired,mean_delta_wer,ci95_low,ci95_high,winner_better_probability,stable_direction_95pct
L2_c,L2_a,60,-0.26466689519090836,-0.9846846981470411,0.44164513332680116,0.775,False
L2_c,L2_b,60,-0.8304853719541988,-1.6702559872922778,-0.07825238558458443,0.9825,True
