prompt_level,prompt_id,prompt_hash,n_expected,n_scored,coverage,failure_rate,empty_output_rate,corpus_wer,corpus_cer,macro_utterance_wer,median_utterance_wer,macro_utterance_cer,hallucination_proxy_rate,rejection_rate,meta_response_rate,script_presence_match_rate,mean_output_reference_word_ratio,mean_inference_seconds,total_ref_words,total_word_edits
L1,L1_c,33ddc847dc650e0134461f42468ad735602cc3c14a7b7463c90a7a0d9832b9d4,60,60,1.0,0.0,0.0,1.57725587144623,1.083634978091065,1.46298293474335,1.0,1.0625748062637332,0.06666666666666667,0.0,0.0,0.43333333333333335,1.354353333333333,5.2636,809,1276
L1,L1_b,90140043971620d1f647d8479139bcce48c2e3079c86e8a5530c894c4b5c8315,60,60,1.0,0.0,0.0,1.965389369592089,1.2781482187083253,1.764806194718868,1.0,1.1888029133406333,0.1,0.0,0.0,0.43333333333333335,1.6942133333333333,6.172283333333332,809,1590
L1,L1_a,2b888ddda7917baf9e2bc9c825461b0bd3d26c001bd6d476af6f3897deefed16,60,60,1.0,0.0,0.0,2.0580964153275647,1.291103067250905,1.8241123993190222,1.0,1.192126316481569,0.11666666666666667,0.0,0.0,0.36666666666666664,1.7178499999999997,6.275466666666666,809,1665
