prompt_level,prompt_id,n_expected,n_scored,coverage,failure_rate,empty_output_rate,corpus_wer,corpus_cer,macro_utterance_wer,median_utterance_wer,macro_utterance_cer,hallucination_proxy_rate,rejection_rate,meta_response_rate,script_presence_match_rate,mean_output_reference_word_ratio,mean_inference_seconds,total_ref_words,total_word_edits
L0,L0_a,57,57,1.0,0.0,0.0,1.196078431372549,0.9634417289436478,1.266376816803399,1.2083333333333333,0.9993305544894651,0.03508771929824561,0.0,0.0,0.05263157894736842,1.2562912280701755,3.6332105263157897,765,915
L1,L1_a,57,57,1.0,0.0,0.0,0.6980392156862745,0.3730559482932741,0.7083460146752295,0.6923076923076923,0.3738595605605808,0.0,0.0,0.0,0.6842105263157895,0.9949105263157895,4.468526315789474,765,534
L2,L2_b,57,57,1.0,0.0,0.0,0.6509803921568628,0.3405372651989497,0.7042593260495543,0.6666666666666666,0.3482383439232101,0.0,0.0,0.0,0.6842105263157895,1.0089649122807018,4.864999999999999,765,498
L3,L3_a,57,57,1.0,0.0,0.0,0.5803921568627451,0.23995152494445565,0.6857776875514087,0.5909090909090909,0.3240965281221743,0.017543859649122806,0.0,0.0,0.6842105263157895,1.049678947368421,7.788385964912281,765,444
L4,L4_a,57,57,1.0,0.0,0.0,0.5477124183006536,0.216521914764694,0.6045970289746458,0.5652173913043478,0.23467266395560069,0.0,0.0,0.0,0.6842105263157895,0.9854736842105263,14.569719298245614,765,419
