prompt_level,prompt_id,n_expected,n_scored,coverage,failure_rate,empty_output_rate,corpus_wer,corpus_cer,macro_utterance_wer,median_utterance_wer,macro_utterance_cer,hallucination_proxy_rate,rejection_rate,meta_response_rate,script_presence_match_rate,mean_output_reference_word_ratio,mean_inference_seconds,total_ref_words,total_word_edits
L0,L0_a,27,27,1.0,0.0,0.0,1.4814814814814814,0.7556580050293378,1.4869624403634263,1.1333333333333333,0.7253142850437914,0.1111111111111111,0.0,0.0,0.5185185185185185,1.6080518518518518,7.749888888888888,378,560
L1,L1_b,27,27,1.0,0.0,0.0,0.7962962962962963,0.34660519698239733,0.8380156456211381,0.8,0.388932616780692,0.0,0.0,0.0,0.5925925925925926,1.0707185185185184,7.103666666666667,378,301
L2,L2_b,27,27,1.0,0.0,0.0,0.7486772486772487,0.3046940486169321,0.8297594122869322,0.75,0.3441843754822472,0.0,0.0,0.0,0.7777777777777778,1.121840740740741,8.495222222222221,378,283
L3,L3_a,27,27,1.0,0.0,0.0,1.306878306878307,0.90360435875943,1.9476998824221046,1.1333333333333333,1.2227737064604443,0.25925925925925924,0.0,0.0,0.6666666666666666,1.8909259259259257,11.415333333333333,378,494
L4,L4_a,27,27,1.0,0.0,0.0,0.798941798941799,0.4203688181056161,1.138346506943858,0.75,0.5847557319068869,0.037037037037037035,0.0,0.0,0.7037037037037037,1.3129962962962962,18.40685185185185,378,302
