prompt_level,prompt_id,n_expected,n_scored,coverage,failure_rate,empty_output_rate,corpus_wer,corpus_cer,macro_utterance_wer,median_utterance_wer,macro_utterance_cer,hallucination_proxy_rate,rejection_rate,meta_response_rate,script_presence_match_rate,mean_output_reference_word_ratio,mean_inference_seconds,total_ref_words,total_word_edits
L0,L0_a,57,57,1.0,0.0,0.0,1.457516339869281,0.981013936578469,1.6048851480073187,1.4285714285714286,1.1404475091631878,0.2807017543859649,0.0,0.12280701754385964,0.3684210526315789,1.624057894736842,5.703526315789474,765,1115
L1,L1_a,57,57,1.0,0.0,0.0,1.5045751633986928,0.9624318319531407,2.2095031954885056,1.0,1.560451380563644,0.05263157894736842,0.0,0.0,0.6666666666666666,2.34561052631579,10.317245614035087,765,1151
L2,L2_c,57,57,1.0,0.0,0.0,1.2104575163398692,0.6546152292466169,1.1562949756494258,1.0,0.6110576919748961,0.03508771929824561,0.0,0.0,0.631578947368421,1.3154087719298246,7.80461403508772,765,926
L3,L3_a,57,57,1.0,0.0,0.0,1.7777777777777777,0.8582104625328216,1.6200039385192166,0.9545454545454546,0.9380515739918609,0.07017543859649122,0.0,0.0,0.7017543859649122,1.7750052631578945,10.86517543859649,765,1360
L4,L4_a,57,57,1.0,0.0,0.0,1.5647058823529412,0.617249040597859,1.3624643309456916,0.95,0.6043313403631312,0.017543859649122806,0.0,0.0,0.6666666666666666,1.507098245614035,13.116526315789473,765,1197
