winner,challenger,n_paired,mean_delta_wer,ci95_low,ci95_high,winner_better_probability,stable_direction_95pct
L2_c,L2_a,60,-0.2979459072198268,-1.889513634242283,0.9286910586284802,0.6115,False
L2_c,L2_b,60,-0.8328782651666254,-1.9769643628218274,0.019765546315650903,0.9715,False
