prompt_id,noise_type,snr_db,n_expected,n_scored,coverage,failure_rate,empty_output_rate,corpus_wer,corpus_cer,macro_utterance_wer,median_utterance_wer,macro_utterance_cer,hallucination_proxy_rate,rejection_rate,meta_response_rate,script_presence_match_rate,mean_output_reference_word_ratio,mean_inference_seconds,total_ref_words,total_word_edits
L1_a,babble,10.0,1,1,1.0,0.0,0.0,0.8333333333333334,0.19230769230769232,0.8333333333333334,0.8333333333333334,0.19230769230769232,0.0,0.0,0.0,1.0,1.0,4.285,12,10
L1_a,babble,15.0,2,2,1.0,0.0,0.0,0.6071428571428571,0.2198952879581152,0.6333333333333333,0.6333333333333333,0.3126293995859213,0.0,0.0,0.0,1.0,0.8933500000000001,4.773,28,17
L1_a,music,5.0,1,1,1.0,0.0,0.0,0.75,0.43548387096774194,0.75,0.75,0.43548387096774194,0.0,0.0,0.0,1.0,0.75,3.822,8,6
L1_a,music,10.0,1,1,1.0,0.0,0.0,0.5555555555555556,0.16923076923076924,0.5555555555555556,0.5555555555555556,0.16923076923076924,0.0,0.0,0.0,1.0,1.1111,4.155,9,5
L1_a,music,15.0,1,1,1.0,0.0,0.0,0.47368421052631576,0.2222222222222222,0.47368421052631576,0.47368421052631576,0.2222222222222222,0.0,0.0,0.0,1.0,0.8947,4.879,19,9
L1_a,noise,5.0,2,2,1.0,0.0,0.0,0.7777777777777778,0.39215686274509803,0.6,0.6,0.28174603174603174,0.0,0.0,0.0,1.0,0.96665,3.6035,18,14
L1_a,noise,10.0,1,1,1.0,0.0,0.0,0.5833333333333334,0.2028985507246377,0.5833333333333334,0.5833333333333334,0.2028985507246377,0.0,0.0,0.0,1.0,1.0,4.211,12,7
L1_a,noise,15.0,1,1,1.0,0.0,0.0,0.5769230769230769,0.2684563758389262,0.5769230769230769,0.5769230769230769,0.2684563758389262,0.0,0.0,0.0,1.0,1.0769,5.937,26,15
L1_b,babble,10.0,1,1,1.0,0.0,0.0,0.8333333333333334,0.3717948717948718,0.8333333333333334,0.8333333333333334,0.3717948717948718,0.0,0.0,0.0,1.0,0.8333,4.323,12,10
L1_b,babble,15.0,2,2,1.0,0.0,0.0,0.5357142857142857,0.16230366492146597,0.5933333333333333,0.5933333333333333,0.27989130434782605,0.0,0.0,0.0,1.0,0.8933500000000001,4.6455,28,15
L1_b,music,5.0,1,1,1.0,0.0,0.0,0.75,0.4032258064516129,0.75,0.75,0.4032258064516129,0.0,0.0,0.0,1.0,0.75,3.917,8,6
L1_b,music,10.0,1,1,1.0,0.0,0.0,1.4444444444444444,0.6923076923076923,1.4444444444444444,1.4444444444444444,0.6923076923076923,0.0,0.0,0.0,1.0,1.8889,4.846,9,13
L1_b,music,15.0,1,1,1.0,0.0,0.0,0.47368421052631576,0.21367521367521367,0.47368421052631576,0.47368421052631576,0.21367521367521367,0.0,0.0,0.0,1.0,0.8947,4.928,19,9
L1_b,noise,5.0,2,2,1.0,0.0,0.0,0.8333333333333334,0.6764705882352942,0.9,0.9,0.6071428571428572,0.0,0.0,0.0,1.0,0.8999999999999999,3.1795,18,15
L1_b,noise,10.0,1,1,1.0,0.0,0.0,0.5833333333333334,0.2028985507246377,0.5833333333333334,0.5833333333333334,0.2028985507246377,0.0,0.0,0.0,1.0,1.0,4.254,12,7
L1_b,noise,15.0,1,1,1.0,0.0,0.0,1.0,0.8120805369127517,1.0,1.0,0.8120805369127517,0.0,0.0,0.0,1.0,0.8462,6.174,26,26
L1_c,babble,10.0,1,1,1.0,0.0,0.0,0.8333333333333334,0.1794871794871795,0.8333333333333334,0.8333333333333334,0.1794871794871795,0.0,0.0,0.0,1.0,1.0,4.4,12,10
L1_c,babble,15.0,2,2,1.0,0.0,0.0,0.5714285714285714,0.17277486910994763,0.6133333333333333,0.6133333333333333,0.28584368530020704,0.0,0.0,0.0,1.0,0.8933500000000001,4.637,28,16
L1_c,music,5.0,1,1,1.0,0.0,0.0,0.75,0.43548387096774194,0.75,0.75,0.43548387096774194,0.0,0.0,0.0,1.0,0.75,3.82,8,6
L1_c,music,10.0,1,1,1.0,0.0,0.0,0.6666666666666666,0.2923076923076923,0.6666666666666666,0.6666666666666666,0.2923076923076923,0.0,0.0,0.0,1.0,1.2222,4.188,9,6
L1_c,music,15.0,1,1,1.0,0.0,0.0,0.3684210526315789,0.1623931623931624,0.3684210526315789,0.3684210526315789,0.1623931623931624,0.0,0.0,0.0,1.0,0.9474,4.953,19,7
L1_c,noise,5.0,2,2,1.0,0.0,0.0,0.7222222222222222,0.37254901960784315,0.5666666666666667,0.5666666666666667,0.2698412698412698,0.0,0.0,0.0,1.0,1.0,3.6435,18,13
L1_c,noise,10.0,1,1,1.0,0.0,0.0,1.0833333333333333,0.4927536231884058,1.0833333333333333,1.0833333333333333,0.4927536231884058,0.0,0.0,0.0,1.0,1.3333,4.783,12,13
L1_c,noise,15.0,1,1,1.0,0.0,0.0,0.6153846153846154,0.30201342281879195,0.6153846153846154,0.6153846153846154,0.30201342281879195,0.0,0.0,0.0,1.0,1.0385,5.894,26,16
