prompt_level,prompt_id,prompt_hash,n_expected,n_scored,coverage,failure_rate,empty_output_rate,corpus_wer,corpus_cer,macro_utterance_wer,median_utterance_wer,macro_utterance_cer,hallucination_proxy_rate,rejection_rate,meta_response_rate,script_presence_match_rate,mean_output_reference_word_ratio,mean_inference_seconds,total_ref_words,total_word_edits
L0,L0_a,9638eac5dcb19d2df01248e7c843367eedd141115fa844ceb0e66e66fd5ca906,30,30,1.0,0.0,0.0,1.2387706855791962,1.0,1.2548045182085432,1.2321428571428572,1.0141643573373742,0.0,0.0,0.0,0.0,1.2422966666666668,3.4328333333333334,423,524
