winner,challenger,n_paired,mean_delta_wer,ci95_low,ci95_high,winner_better_probability,stable_direction_95pct
L1_a,L1_c,30,-0.06321196052888765,-0.12074503899601621,-0.012950732822225487,0.9985,True
L1_a,L1_b,30,-0.08717345072404638,-0.16383008775093155,-0.022978474828294407,0.9985,True
