prompt_id,noise_type,snr_db,n_expected,n_scored,coverage,failure_rate,empty_output_rate,corpus_wer,corpus_cer,macro_utterance_wer,median_utterance_wer,macro_utterance_cer,hallucination_proxy_rate,rejection_rate,meta_response_rate,script_presence_match_rate,mean_output_reference_word_ratio,mean_inference_seconds,total_ref_words,total_word_edits
L1_a,babble,10.0,1,1,1.0,0.0,0.0,0.8333333333333334,0.24358974358974358,0.8333333333333334,0.8333333333333334,0.24358974358974358,0.0,0.0,0.0,1.0,1.25,6.471,12,10
L1_a,babble,15.0,2,2,1.0,0.0,0.0,1.2142857142857142,0.612565445026178,1.12,1.12,0.47955486542443065,0.0,0.0,0.0,1.0,1.48665,9.5845,28,34
L1_a,music,5.0,1,1,1.0,0.0,0.0,0.75,0.5161290322580645,0.75,0.75,0.5161290322580645,0.0,0.0,0.0,1.0,0.75,3.987,8,6
L1_a,music,10.0,1,1,1.0,0.0,0.0,1.0,0.35384615384615387,1.0,1.0,0.35384615384615387,0.0,0.0,0.0,1.0,1.2222,5.355,9,9
L1_a,music,15.0,1,1,1.0,0.0,0.0,0.631578947368421,0.24786324786324787,0.631578947368421,0.631578947368421,0.24786324786324787,0.0,0.0,0.0,1.0,1.0526,9.164,19,12
L1_a,noise,5.0,2,2,1.0,0.0,0.0,0.8888888888888888,0.5098039215686274,0.9333333333333333,0.9333333333333333,0.6369047619047619,0.0,0.0,0.0,1.0,0.93335,3.8099999999999996,18,16
L1_a,noise,10.0,1,1,1.0,0.0,0.0,0.9166666666666666,0.5217391304347826,0.9166666666666666,0.9166666666666666,0.5217391304347826,0.0,0.0,0.0,1.0,1.0,5.489,12,11
L1_a,noise,15.0,1,1,1.0,0.0,0.0,0.9615384615384616,0.46308724832214765,0.9615384615384616,0.9615384615384616,0.46308724832214765,0.0,0.0,0.0,1.0,1.0769,11.361,26,25
L1_b,babble,10.0,1,1,1.0,0.0,0.0,1.0,0.3974358974358974,1.0,1.0,0.3974358974358974,0.0,0.0,0.0,1.0,1.4167,7.461,12,12
L1_b,babble,15.0,2,2,1.0,0.0,0.0,0.9285714285714286,0.3403141361256545,0.96,0.96,0.3247929606625259,0.0,0.0,0.0,1.0,1.2866499999999998,7.638,28,26
L1_b,music,5.0,1,1,1.0,0.0,0.0,0.875,0.6129032258064516,0.875,0.875,0.6129032258064516,0.0,0.0,0.0,1.0,0.75,3.503,8,7
L1_b,music,10.0,1,1,1.0,0.0,0.0,1.0,0.38461538461538464,1.0,1.0,0.38461538461538464,0.0,0.0,0.0,1.0,1.2222,5.514,9,9
L1_b,music,15.0,1,1,1.0,0.0,0.0,0.7368421052631579,0.2905982905982906,0.7368421052631579,0.7368421052631579,0.2905982905982906,0.0,0.0,0.0,1.0,1.0,9.313,19,14
L1_b,noise,5.0,2,2,1.0,0.0,0.0,1.0,0.5196078431372549,1.2666666666666666,1.2666666666666666,0.6646825396825397,0.0,0.0,0.0,1.0,1.2333500000000002,3.735,18,18
L1_b,noise,10.0,1,1,1.0,0.0,0.0,1.0,0.5217391304347826,1.0,1.0,0.5217391304347826,0.0,0.0,0.0,1.0,1.0,5.461,12,12
L1_b,noise,15.0,1,1,1.0,0.0,0.0,1.1153846153846154,0.5234899328859061,1.1153846153846154,1.1153846153846154,0.5234899328859061,0.0,0.0,0.0,1.0,1.1538,11.83,26,29
L1_c,babble,10.0,1,1,1.0,0.0,0.0,0.8333333333333334,0.24358974358974358,0.8333333333333334,0.8333333333333334,0.24358974358974358,0.0,0.0,0.0,1.0,1.25,6.434,12,10
L1_c,babble,15.0,2,2,1.0,0.0,0.0,0.9285714285714286,0.2670157068062827,0.96,0.96,0.2831262939958592,0.0,0.0,0.0,1.0,1.2866499999999998,7.3375,28,26
L1_c,music,5.0,1,1,1.0,0.0,0.0,0.75,0.3870967741935484,0.75,0.75,0.3870967741935484,0.0,0.0,0.0,1.0,1.0,4.625,8,6
L1_c,music,10.0,1,1,1.0,0.0,0.0,1.0,0.35384615384615387,1.0,1.0,0.35384615384615387,0.0,0.0,0.0,1.0,1.2222,5.521,9,9
L1_c,music,15.0,1,1,1.0,0.0,0.0,0.6842105263157895,0.28205128205128205,0.6842105263157895,0.6842105263157895,0.28205128205128205,0.0,0.0,0.0,1.0,1.1053,9.225,19,13
L1_c,noise,5.0,2,2,1.0,0.0,0.0,0.9444444444444444,0.45098039215686275,1.1,1.1,0.47023809523809523,0.0,0.0,0.0,1.0,1.1,3.567,18,17
L1_c,noise,10.0,1,1,1.0,0.0,0.0,0.9166666666666666,0.4492753623188406,0.9166666666666666,0.9166666666666666,0.4492753623188406,0.0,0.0,0.0,1.0,0.8333,5.209,12,11
L1_c,noise,15.0,1,1,1.0,0.0,0.0,1.0384615384615385,0.5234899328859061,1.0384615384615385,1.0384615384615385,0.5234899328859061,0.0,0.0,0.0,1.0,1.1154,11.748,26,27
