prompt_level,prompt_id,n_expected,n_scored,coverage,failure_rate,empty_output_rate,corpus_wer,corpus_cer,macro_utterance_wer,median_utterance_wer,macro_utterance_cer,hallucination_proxy_rate,rejection_rate,meta_response_rate,script_presence_match_rate,mean_output_reference_word_ratio,mean_inference_seconds,total_ref_words,total_word_edits
L0,L0_a,27,27,1.0,0.0,0.0,1.3597883597883598,0.86756077116513,1.5648438769469903,1.3333333333333333,1.0315334667538718,0.25925925925925924,0.0,0.07407407407407407,0.37037037037037035,1.5937703703703703,5.627703703703703,378,514
L1,L1_a,27,27,1.0,0.0,0.0,0.8756613756613757,0.41827326068734283,0.9402756018353428,0.9333333333333333,0.4383688055041262,0.0,0.0,0.0,0.6666666666666666,1.062311111111111,6.838703703703703,378,331
L2,L2_a,27,27,1.0,0.0,0.0,0.8994708994708994,0.37929589270746017,0.9846635998828982,0.9333333333333333,0.4077796405147837,0.0,0.0,0.0,0.6666666666666666,1.1164851851851851,6.90088888888889,378,340
L3,L3_a,27,27,1.0,0.0,0.0,1.1402116402116402,0.8575020955574183,1.476917839610478,0.9375,1.1508906970024373,0.07407407407407407,0.0,0.0,0.6666666666666666,1.6002185185185183,10.689370370370371,378,431
L4,L4_a,27,27,1.0,0.0,0.0,0.9206349206349206,0.40863369656328585,0.981653588844278,0.9166666666666666,0.4299089159121863,0.0,0.0,0.0,0.6666666666666666,1.093711111111111,11.30259259259259,378,348
