prompt_id,prompt_hash,speech_condition,n_expected,n_scored,coverage,failure_rate,empty_output_rate,corpus_wer,corpus_cer,macro_utterance_wer,median_utterance_wer,macro_utterance_cer,hallucination_proxy_rate,rejection_rate,meta_response_rate,script_presence_match_rate,mean_output_reference_word_ratio,mean_inference_seconds,total_ref_words,total_word_edits
L1_a,2b888ddda7917baf9e2bc9c825461b0bd3d26c001bd6d476af6f3897deefed16,clean,20,20,1.0,0.0,0.0,0.8299595141700404,0.3278376664552949,0.8210639972772326,0.9372549019607843,0.32912889996593936,0.0,0.0,0.0,1.0,1.07973,7.012249999999999,247,205
L1_a,2b888ddda7917baf9e2bc9c825461b0bd3d26c001bd6d476af6f3897deefed16,codeswitched,20,20,1.0,0.0,0.0,0.7811550151975684,0.3609352167559669,0.7795225039950104,0.7875939849624061,0.362062847942483,0.0,0.0,0.0,0.05,0.99975,8.501850000000001,329,257
L1_a,2b888ddda7917baf9e2bc9c825461b0bd3d26c001bd6d476af6f3897deefed16,noisy,20,20,1.0,0.0,0.0,0.7167381974248928,0.3218035824583076,0.8150911410981744,0.8819444444444444,0.39384730874223745,0.0,0.0,0.0,1.0,1.1160550000000002,6.748049999999999,233,167
L1_b,90140043971620d1f647d8479139bcce48c2e3079c86e8a5530c894c4b5c8315,clean,20,20,1.0,0.0,0.0,0.7935222672064778,0.3792010145846544,0.7672949885082238,0.8694444444444445,0.3658359143479538,0.0,0.0,0.0,1.0,1.035575,6.6537999999999995,247,196
L1_b,90140043971620d1f647d8479139bcce48c2e3079c86e8a5530c894c4b5c8315,codeswitched,20,20,1.0,0.0,0.0,0.7355623100303952,0.33901607403799316,0.7289783018297119,0.7875939849624061,0.33920006806325004,0.0,0.0,0.0,0.05,0.9978899999999999,8.0594,329,242
L1_b,90140043971620d1f647d8479139bcce48c2e3079c86e8a5530c894c4b5c8315,noisy,20,20,1.0,0.0,0.0,0.721030042918455,0.29524397776405187,0.875850916453538,0.8611111111111112,0.4271523236860948,0.05,0.0,0.0,1.0,1.197065,7.0280000000000005,233,168
L1_c,33ddc847dc650e0134461f42468ad735602cc3c14a7b7463c90a7a0d9832b9d4,clean,20,20,1.0,0.0,0.0,0.8137651821862348,0.320862396956246,0.792111748545572,0.8991596638655461,0.33365539955026813,0.0,0.0,0.0,1.0,1.047855,7.0996,247,201
L1_c,33ddc847dc650e0134461f42468ad735602cc3c14a7b7463c90a7a0d9832b9d4,codeswitched,20,20,1.0,0.0,0.0,0.7598784194528876,0.3292742328300049,0.7685482179835391,0.7875939849624061,0.3394657502768852,0.0,0.0,0.0,0.05,0.98347,8.32615,329,250
L1_c,33ddc847dc650e0134461f42468ad735602cc3c14a7b7463c90a7a0d9832b9d4,noisy,20,20,1.0,0.0,0.0,0.6909871244635193,0.2933909820877085,0.7714117679351056,0.8506944444444444,0.37917738302452514,0.0,0.0,0.0,1.0,1.010385,6.66615,233,161
