prompt_id,cmi_band,n_expected,n_scored,coverage,failure_rate,empty_output_rate,corpus_wer,corpus_cer,macro_utterance_wer,median_utterance_wer,macro_utterance_cer,hallucination_proxy_rate,rejection_rate,meta_response_rate,script_presence_match_rate,mean_output_reference_word_ratio,mean_inference_seconds,total_ref_words,total_word_edits
L2_a,heavy,6,6,1.0,0.0,0.0,3.4444444444444446,1.6788990825688073,2.8560151399741174,0.8277310924369747,1.5939525390842322,0.16666666666666666,0.0,0.0,0.16666666666666666,3.0445499999999996,13.251833333333332,90,310
L2_a,light,7,7,1.0,0.0,0.0,0.7563025210084033,0.261038961038961,0.78403309940577,0.8571428571428571,0.27241459258175527,0.0,0.0,0.0,0.0,1.0255142857142856,9.353571428571428,119,90
L2_a,moderate,7,7,1.0,0.0,0.0,0.725,0.31842818428184283,0.7312165695624342,0.7368421052631579,0.33637520751920347,0.0,0.0,0.0,0.0,1.0723,9.173,120,87
L2_b,heavy,6,6,1.0,0.0,0.0,0.7333333333333333,0.4036697247706422,0.7380176339541665,0.746031746031746,0.40200110701229136,0.0,0.0,0.0,0.16666666666666666,1.0395166666666666,8.610666666666665,90,66
L2_b,light,7,7,1.0,0.0,0.0,0.6974789915966386,0.274025974025974,0.6712000215105806,0.5454545454545454,0.2664989109049763,0.0,0.0,0.0,0.14285714285714285,0.9784428571428572,9.875285714285715,119,83
L2_b,moderate,7,7,1.0,0.0,0.0,0.7083333333333334,0.3157181571815718,0.7278748820102203,0.8181818181818182,0.3232344525784368,0.0,0.0,0.0,0.42857142857142855,1.0301428571428572,9.845714285714285,120,85
L2_c,heavy,6,6,1.0,0.0,0.0,0.7444444444444445,0.381651376146789,0.7380850000819041,0.7321428571428572,0.37850643897753544,0.0,0.0,0.0,0.16666666666666666,0.9782666666666667,7.4925,90,67
L2_c,light,7,7,1.0,0.0,0.0,0.7478991596638656,0.24285714285714285,0.7447043639590224,0.7857142857142857,0.24085356966549715,0.0,0.0,0.0,0.14285714285714285,1.0917142857142859,9.331285714285713,119,89
L2_c,moderate,7,7,1.0,0.0,0.0,0.8,0.3617886178861789,0.8181004459199948,0.8181818181818182,0.3698144007142043,0.0,0.0,0.0,0.2857142857142857,1.0408428571428572,9.197857142857144,120,96
