prompt_level,prompt_id,prompt_hash,n_expected,n_scored,coverage,failure_rate,empty_output_rate,corpus_wer,corpus_cer,macro_utterance_wer,median_utterance_wer,macro_utterance_cer,hallucination_proxy_rate,rejection_rate,meta_response_rate,script_presence_match_rate,mean_output_reference_word_ratio,mean_inference_seconds,total_ref_words,total_word_edits
L3,L3_a,822aae8d38ebe7c31afc43db97a0554fa63c16c5725e34cc09f6aa2ebadd5cd5,57,57,1.0,0.0,0.0,1.1150326797385621,0.8713391234094122,1.6688565952684695,1.0,1.580210145963578,0.17543859649122806,0.0,0.0,0.6842105263157895,1.6661666666666668,11.672491228070175,765,853
