prompt_id,noise_type,snr_db,n_expected,n_scored,coverage,failure_rate,empty_output_rate,corpus_wer,corpus_cer,macro_utterance_wer,median_utterance_wer,macro_utterance_cer,hallucination_proxy_rate,rejection_rate,meta_response_rate,script_presence_match_rate,mean_output_reference_word_ratio,mean_inference_seconds,total_ref_words,total_word_edits
L2_a,babble,10.0,3,3,1.0,0.0,0.0,0.7083333333333334,0.15217391304347827,0.6970588235294116,0.75,0.16238252154332466,0.0,0.0,0.0,1.0,1.2063666666666668,10.437666666666667,48,34
L2_a,babble,15.0,4,4,1.0,0.0,0.0,0.8235294117647058,0.33905579399141633,1.0757575757575757,1.1666666666666665,0.48887075782374634,0.0,0.0,0.0,1.0,1.284075,6.58325,34,28
L2_a,music,5.0,2,2,1.0,0.0,0.0,1.0909090909090908,0.48854961832061067,1.1145833333333335,1.1145833333333335,0.5337912087912088,0.0,0.0,0.0,1.0,1.20835,7.0465,22,24
L2_a,music,10.0,2,2,1.0,0.0,0.0,0.7073170731707317,0.1986062717770035,0.7391304347826086,0.7391304347826086,0.21544715447154472,0.0,0.0,0.0,1.0,1.0773000000000001,11.3985,41,29
L2_a,music,15.0,3,3,1.0,0.0,0.0,0.8571428571428571,0.40625,0.7407407407407408,0.8888888888888888,0.3533834586466165,0.0,0.0,0.0,1.0,1.2592666666666668,4.787333333333334,14,12
L2_a,noise,5.0,4,4,1.0,0.0,0.0,0.6326530612244898,0.22527472527472528,0.6713666768014593,0.6136363636363636,0.2679187842028786,0.0,0.0,0.0,1.0,1.103525,7.6895,49,31
L2_a,noise,10.0,2,2,1.0,0.0,0.0,1.0,0.4,1.15,1.15,0.43056849953401677,0.0,0.0,0.0,1.0,1.225,7.061999999999999,25,25
L2_b,babble,10.0,3,3,1.0,0.0,0.0,0.7291666666666666,0.19021739130434784,0.7205065359477124,0.8125,0.20544391361210698,0.0,0.0,0.0,1.0,1.2051333333333334,11.054666666666668,48,35
L2_b,babble,15.0,4,4,1.0,0.0,0.0,0.7647058823529411,0.40772532188841204,1.1363636363636365,1.1666666666666667,0.7702425262763504,0.0,0.0,0.0,1.0,1.469725,7.439500000000001,34,26
L2_b,music,5.0,2,2,1.0,0.0,0.0,1.0909090909090908,0.5877862595419847,1.1666666666666665,1.1666666666666665,0.6402472527472527,0.0,0.0,0.0,1.0,1.22915,7.484999999999999,22,24
L2_b,music,10.0,2,2,1.0,0.0,0.0,0.6829268292682927,0.1951219512195122,0.711352657004831,0.711352657004831,0.21036585365853658,0.0,0.0,0.0,1.0,1.1268500000000001,12.4505,41,28
L2_b,music,15.0,3,3,1.0,0.0,0.0,0.7142857142857143,0.3541666666666667,0.5925925925925926,0.7777777777777778,0.30242272347535504,0.0,0.0,0.0,1.0,1.1481333333333332,4.822,14,10
L2_b,noise,5.0,4,4,1.0,0.0,0.0,0.5510204081632653,0.16758241758241757,0.7120705381574947,0.7937062937062938,0.23748647547995477,0.0,0.0,0.0,1.0,1.09615,8.326,49,27
L2_b,noise,10.0,2,2,1.0,0.0,0.0,0.8,0.3,0.8,0.8,0.2656104380242311,0.0,0.0,0.0,1.0,0.975,7.6594999999999995,25,20
L2_c,babble,10.0,3,3,1.0,0.0,0.0,0.8541666666666666,0.4592391304347826,0.8761437908496732,0.75,0.44054739273321375,0.0,0.0,0.0,1.0,1.1987666666666668,10.545333333333334,48,41
L2_c,babble,15.0,4,4,1.0,0.0,0.0,0.9705882352941176,0.37339055793991416,1.071969696969697,0.9772727272727273,0.47055409575831675,0.0,0.0,0.0,1.0,1.2538,6.2365,34,33
L2_c,music,5.0,2,2,1.0,0.0,0.0,1.0,0.48854961832061067,1.0520833333333335,1.0520833333333335,0.5618131868131868,0.0,0.0,0.0,1.0,1.14585,6.3705,22,22
L2_c,music,10.0,2,2,1.0,0.0,0.0,0.7560975609756098,0.18466898954703834,0.7946859903381642,0.7946859903381642,0.20223577235772358,0.0,0.0,0.0,1.0,1.1824,11.7345,41,31
L2_c,music,15.0,3,3,1.0,0.0,0.0,0.8571428571428571,0.4166666666666667,0.7407407407407408,0.8888888888888888,0.3464216095795043,0.0,0.0,0.0,1.0,1.1481333333333332,4.338666666666667,14,12
L2_c,noise,5.0,4,4,1.0,0.0,0.0,0.5714285714285714,0.19230769230769232,0.7278048038917604,0.8251748251748252,0.2552058257246613,0.0,0.0,0.0,1.0,1.118875,7.3625,49,28
L2_c,noise,10.0,2,2,1.0,0.0,0.0,0.92,0.35714285714285715,0.95,0.95,0.3398570984777881,0.0,0.0,0.0,1.0,1.025,6.4045000000000005,25,23
